tokenized_text,業界
"['JR', '東日本', 'グループ', 'インターネット', 'ビジネス', '基幹', '会社', 'グループ', '内外', 'ビジネス', 'パートナー', '各種', 'サービス', '機能', '提供', 'JR', '東日本', '提供', 'ポータルサイト', '運営', 'モバイル', 'Suica', 'サービス', '導入', 'EC', 'サイト', '向け', '技術', '運用', 'サポート']",Webサービス・アプリ運営業界の会社
"['那須', 'はじめ', 'リゾート', '地', '保養', '所', 'セミナー', 'ハウス', 'ホテル', '管理', '運営', '事業', 'モンゴル', '国', '遊牧民', '移動', '式', '住居', '利用', '宿泊', '文化', '体験', '施設', 'モンゴリアビッレジ', 'テン', 'ゲル', '那須', '自然', '学校', 'コクーン', '森', '展開']",ホテル・旅館業界の会社
"['山口', '県', '下関', '市', 'ホテル', '下関', 'グランド', 'ホテル', '運営', '宿泊', 'サービス', '他', '挙式', 'サービス', '可能', '点', '特徴']",ホテル・旅館業界の会社
"['つば', 'め', 'タクシー', 'グループ', '所属', 'タクシー', '会社', '提携', 'アプリ', '全国', 'タクシー', '配車', '対応', '妊娠', '中', '女性', '事前', '配車', 'センター', '登録', 'こと', '迅速', '産院', 'こと', 'エンジェル', 'プラン', 'なごや', 'ガイド', 'タクシー', '各種', 'サービス', '提供']",タクシー業界の会社
"['神奈川', '県', '東京', '都', '中心', '美容', '業', '美容', 'フランチャイズ', 'チェーン', '運営', '美容', '室', '経営', '管理', '指導', 'ヘア', 'ケア', '用品', '販売', 'オンラインショッピングサイト', '販売', 'その他', '独自', '美容', '室', 'ネット', '予約', 'サイト', '運営']",美容サロン業界の会社
"['カシメ', '溶接', 'パイプ', '曲', '加工', '部品', 'ASSY', '品', '中心', '自動車', '部品', '製造', 'ピン', 'リベット', '溶接', 'ボルト', '冷', '間', '鍛造', '製品', '製造', 'その他', 'プレス', '部品', '線', '材', 'パイプ', '加工', '品']",自動車部品・カー用品製造業界の会社
"['デイサービス', '粋', '生', '倶楽部', '都', '町', '通所', '介護', '事業', '運営', '身体', '機能', '維持', '向上', '施設', '機能', '訓練', '利用', '者', '自立', '生活', '家族', '負担', '軽減', 'ため', '生活', '上', '世話', '支援']",高齢者向け福祉業界の会社
"['函館', '市', '水産物', '地方', '卸売', '市場', 'スルメ', 'イカ', 'マグロ', 'ウニ', '卸売', '業', '船内', '凍結', '冷凍', 'サバ', 'サンマ', 'ほか', '塩', '品', '練製品', '水産', '加工', '食品', '卸売', 'ホッケ', 'タラ', 'ナマコ', '販売']",水産物食品専門商社業界の会社
"['神戸', '明石', '尼崎', '美容', '室', '6', '店舗', '展開', '自社', '独自', '教育', 'システム', '給与', 'システム', '注力', '女性', 'ライフ', 'ステージ', '雇用', '実施', '等', '美容', '師', '待遇', '改善', '求職', '者', '向け', '美容', '室', '見学', '実施', '自社', 'サイト', 'エントリー', 'ページ', '用意', '等', '雇用', '積極', '的']",美容サロン業界の会社
"['株式会社', '鳥', '貴族', 'フランチャイズ', '会社', '大阪', '兵庫', '拠点', '焼鳥', '屋', '鳥', '貴族', '展開', '鳥', '貴族', '国産', '食材', '全品', '298', '円', '均一', '価格', '設定', 'メニュー', '提供', '居酒屋', 'チェーン', 'ハワイ', '日本', '料理', '店', 'YAKITORI', 'GLAD', '直営店', '経営']",居酒屋・バー業界の会社
"['上総', 'モナークカントリークラブ', '運営', '場内', '運営', 'クラブハウス', '内', 'カフェ', '練習', '場', '提供', '実施', 'その他', '場内', 'レストラン', '経営', '鳥飼', 'さん', 'ちの', '玉子', '丼', '石', '焼き', '牛', 'ハラミステーキ', '丼', '提供']",ゴルフ場業界の会社
"['株式会社', '寿々', 'グループ', '会社', '住宅', '型', '有料', '老人', 'ホーム', 'ナーシングホーム', '寿々', 'はじめ', '訪問', '介護', '事業', '所', 'ひな', 'ケア', 'ステーション', '訪問', '看護', '事業', '所', 'ひな', '訪問', '看護', 'ステーション', '運営', '住宅', '型', '有料', '老人', 'ホーム', '看護', '師', '常勤', '入居', '者', 'サポート', 'の', '強み']",高齢者向け福祉業界の会社
"['愛知', '県', 'ホテル', '竹島', '運営', '宿泊', 'チャペル', '施設', '結婚式', 'こと', 'その他', 'エステ', 'ルーム', 'ハンディキャップ', 'ルーム', '宿泊', 'セット', 'プラン', '販売', '予約', 'Web', 'サイト', '上', 'こと']",ホテル・旅館業界の会社
"['東京', '都', '江戸川', '区', '拠点', 'タクシー', '営業', '会社', '専用', '乗り場', '都内', '30', '箇所', '保有', 'ハイブリッド', '車', 'タクシー', '所有', 'こと', '特徴']",タクシー業界の会社
"['浴場', 'ガーデン', '野天風呂', '温泉', '宿泊', '施設', '奥州', '秋保', '温泉', '蘭', '亭', '運営', 'スパエステ', 'マッサージ', '食事', '地域', '特産', '仙台', '牛', 'アワビ', '食材', '和食', 'メニュー', '提供']",ホテル・旅館業界の会社
"['首都', '圏', '中心', 'ヘルパー', '身体', '介護', '訪問', '介護', '訪問', '看護']",高齢者向け福祉業界の会社
"['エンドタイロット', 'ギヤ', 'ブランク', '自動車', '部品', '製造', '主', '自動車', '駆動', '系', '部品', '操作', '系', '部品', '中心', '船舶', '用', 'ディーゼルエンジン', '主要', 'ボルト', '製造', 'その他', '燃料', 'カム', 'シャフト', '農業', '機械', '用', '部品', '油圧', '用', 'バルブ', 'ブロック', '建設', '機械', '部品', '製造']",自動車部品・カー用品製造業界の会社
"['静岡', '県', '浜松', '市', '自動車', '部品', '輸送', '用', '機器', '部品', '製造', '品質', '管理', '船', '外', '機', 'ワイヤー', 'ハーネス', '組み立て', '検査']",自動車部品・カー用品製造業界の会社
"['一般', '乗用', '旅客', '自動車', '運送', '業', '中心', '小学生', '以上', '子ども', '塾', '習い事', '送迎', '予約', '子育て', '応援', 'タクシー', '運行', 'その他', '一般', '的', '小型', 'タクシー', 'ベッド', '付き', '福祉', 'タクシー', '観光', 'タクシー', '運行', '運転', '代行', '旅行', 'ジャンボ', 'タクシー', '保有']",タクシー業界の会社
"['介護', '保険', '申請', '代行', 'ケア', 'プラン', '作成', '居宅', '介護', '支援', 'サービス', '提供', '若林', 'ケア', 'プラン', 'センター', '運営', '介護', '者', '短期', '宿泊', '可能', 'ショートステイ', 'コスモス', '家', '向陽台', 'デイサービス', 'センター', '運営', 'その他', '訪問', '介護', 'サービス', '福祉', '用具', '販売']",高齢者向け福祉業界の会社
"['金属', '加工', '中心', '事業', '主', '自動車', '部品', 'オートマチック', 'ブレーキ', '切削', '加工']",自動車部品・カー用品製造業界の会社
"['年配', '者', '訪問', '介護', 'ステーション', '運営', '理学', '療法', '作業', '療法', '専門', '的', 'リハビリテーション', '住宅', '型', 'シニア', 'ホーム', '事業', '在宅', '復帰', 'サポート', 'その他', '子供', 'たち', '放課後', 'デイサービス', '手洗', '片付け', '日常', '生活', '宿題', '体操', '学習', '日課', '支援']",高齢者向け福祉業界の会社
"['主', 'エンジン', 'ブロック', 'トランスミッションケース', '等', '自動車', '向け', 'ダイカスト', '製品', '製造', '販売', 'アルミニウム', '合金', '地金', 'ため', '製造', '製品', '軽量', 'こと', '特徴', 'フリーアクセスフロアパネル', '製品', '製造', '販売']",自動車部品・カー用品製造業界の会社
"['九州', '5', '店舗', 'フェイシャルトリートメント', '中心', 'ブライダル', 'エステ', 'スキン', 'チェック', 'メイクアップレッスン', '各種', 'コスメティック', '商品', '提供']",美容サロン業界の会社
"['国内', '韓国', '店舗', '展開', '世界', '各地', '酒', 'バーテンダー', 'ドリンク', '提供', '軽食', 'シェフ', '本格', '料理', '食事', 'メニュー', '提供']",居酒屋・バー業界の会社
"['一般', 'タクシー', 'ジャンボ', 'タクシー', 'タクシー', '事業', 'ストレッチャー', '対応', '車', '介護', 'タクシー', '運行', '宮古', '市内', 'コース', '市外', 'コース', '各種', 'プラン', '観光', 'タクシー', '事業', '展開', 'その他', '三', '社', '指定', '訪問', '介護', '事業', '所', '訪問', '介護', 'サービス']",タクシー業界の会社
"['アパート', '一戸建て', '住宅', '事業', '用', '物件', '不動産', '賃貸', '売買', '事業', '佐渡', '島', '物件', '土地', '駐車', '場', '中心', '賃貸', '管理', '者', '向け', '管理', '委託', '契約', 'その他', '飲食', '店', 'フランチャイズ', '運営', '事業', 'うどん', 'コメダ', '珈琲', '店舗', '運営', '展開']",マンション・アパート賃貸業界の会社
"['LP', 'ガス', '関連', '機器', '住宅', '用', '太陽光', '発電', 'システム', '販売', '浴室', 'リフォーム', '住宅', '用', '燃料', '電池', 'エネファーム', '浴室', '暖房', '乾燥', '器', '床', '暖房', '工事', 'トイレ', 'リフォーム', '事業', '展開', '富士', '天然', '水', 'カリメラ', '水', '販売']",居住用リフォーム業界の会社
"['福井', '県', '旅館', '荒磯', '亭', '運営', '内風呂', '露天風呂', '時期', '宿泊', 'プラン', '季節', '料理', '提供']",ホテル・旅館業界の会社
"['主', '学生', '向け', 'アパート', 'マンション', '賃貸', '物件', '仲介', '入居', '者', '割引', '価格', '利用', 'カフェ', 'BEANS', '大学', '無料', '運行', 'マメ', 'バス', '特徴', '他', '土地', '建物', '売買', '賃貸', '経営', 'コンサルティング', 'コイン', 'パーキング', 'レンタル', '倉庫', '運営']",マンション・アパート賃貸業界の会社
"['札幌', '市内', '住宅', '型', '有料', '老人', 'ホーム', '運営', '食事', '介助', '介助', '排泄', '等', '身体', '介護', '生活', '援助', 'サービス', '提供', '掃除', '洗濯', '家事', '援助', '対応', '医療', '機関', '連携', '支援']",高齢者向け福祉業界の会社
"['ゴルフ', '場', '併設', 'リゾート', 'ホテル', 'ホテルニドム', '運営', '客室', '室', 'フィンランド', '産', 'ログハウス', 'レストラン', 'はじめ', '炉端', '焼き', 'ジンギスカン', 'スペース', '教会', '挙式', '披露宴', '可能']",ホテル・旅館業界の会社
"['新規', '既存', '保育', '所', '学童', 'クラブ', '保育', '施設', '運営', '受託', 'サービス', '対応', '可能', '人材', '紹介']",人材紹介業界の会社
"['サービス', '付き', '高齢', '者', '向け', '小規模', '居宅', '介護', '事業', '訪問', '看護', '介護', '事業', '施設', '通い', '泊り', '訪問', '看護', '介護', '複合', '的', '対応', 'の', '特徴', '訪問', 'サービス', '24', '時間', '利用', '可能']",高齢者向け福祉業界の会社
"['旅館', '美', '湯', '宿', '別邸', '御宿', '由布', '築', '運営', 'レストラン', '和食', '処', '和', 'ごころ', '築', '山', '駅', '仙人', '田', '茶屋', '築', '運営', '和菓子', '洋菓子', '製造', '販売', '土産', '品', '販売']",ホテル・旅館業界の会社
"['老人', '福祉', '施設', 'ケアプラスデイサービスセンター', '数', 'ヵ所', '運営', '主', '支援', '介護', '認定', '高齢', '者', '対象', '介助', '支援', 'リハビリ', '利用', '者', '家族', '介護', '方法', '指導', 'その他', 'ケアプラスデイサービスセンター', '一', '日', '体験', '対応']",高齢者向け福祉業界の会社
"['訪問', '介護', 'ケア', 'ステーション', '笑', '運営', '会社', 'ケア', 'マネージャー', '一', 'か月', '単位', 'ケア', 'プラン', '作成', '介護', '介護', '認定', '申請', '介護', '保険', '給付', '代行', 'ケア', 'マネージャー', '在宅', '勤務', '可能', '従業', '員', 'さ', '力']",高齢者向け福祉業界の会社
"['京都', '市', 'リーガロイヤル', 'ホテル', '京都', '運営', '会社', '全国', '展開', 'リーガロイヤルホテルグループ', 'うち', 'ひとつ', '2015', '年', '株式会社', 'ロイヤルホテル', '運営', '委託', '契約', '締結', '運営', '和', 'モダン', '客室', '京都', '唯一', '回転', '展望', 'レストラン', '特徴']",ホテル・旅館業界の会社
"['京都', '府', '京都', '市', 'タクシー', '配車']",タクシー業界の会社
"['カジュアル', 'ゲーム', 'クイズアプリ', 'スマート', 'フォン', '向け', 'アプリケーション', '開発', '100', '本', 'アプリ', 'リリース', '他', 'AI', '活用', 'サービス', '開発', 'Web', '上', '様々', 'データ', '収集', '自然', '言語', '処理', 'データ', '変換', 'ユーザー', '提供']",Webサービス・アプリ運営業界の会社
"['主', '製薬', '会社', '取引', '相手', 'アンプル', '管', '瓶', '試験管', 'ガラス', '製品', '理化学', '医療', '用', '硝子', '製造', '販売', '連結', '子会社', '常磐', '硝子', '株式会社', 'アンプル', '管', '瓶', '試験管', '製造', 'ほか', '製造', '設備', '賃貸']",医療機器・実験機器メーカー業界の会社
"['主', 'グループ', '企業', '建築', '在宅', '介護', '支援', '住宅', '訪問', '介護', 'サービス', '提供', 'ケア', 'マネージャー', 'ソーシャルワーカー', '連携', '細やか', '介護', '強み', '兵庫', '県', 'はじめ', '大阪', '府', '奈良', '県', 'エリア', 'カバー']",高齢者向け福祉業界の会社
"['滋賀', '県', '中心', '自動車', '農業', '機械', '建設', '機械', 'ワイヤー', 'ハーネス', '製造', '販売', 'ロット', '注文', '対応']",自動車部品・カー用品製造業界の会社
"['絆', 'さ', '絆', 'はるの', 'サービス', '付き', '高齢', '者', '向け', '住宅', 'デイサービス', '事業', '所', 'ヘルパー', 'ステーション', '運営', '社会', '貢献', '事業', 'NPO', '法人', 'ユニバーサル', 'デザイン', 'こうち', '運営']",高齢者向け福祉業界の会社
"['赤穂', '自動車', '教習所', 'はじめ', '赤穂', 'ロイヤルホテル', 'ホテル', '内', 'イタリアン', 'トマト', 'カフェ', '赤穂', '研修', 'センター', '運営', 'ホテル', '事業', 'エネルギー', '産業', '技術', '開発', '機構', 'NEDO', ')', '認定', 'Co', '2', '排出', 'ゼロ', 'ゼロ', 'ミッション', 'プロジェクト', '開始', '資源', '循環', '型', 'ホテル', '事業', '力']",ホテル・旅館業界の会社
"['ホワイト', 'チキン', 'はじめ', '奥羽', 'すこやか', '豚', '深雪', '餅', '豚', '食肉', '小売り', 'スタミナ', '源', 'ほか', '塩焼き', '上北', '農産', '加工', '販売', '対応']",食品店業界の会社
"['茨城', '県', '中心', 'アパート', 'マンション', 'オフィス', '店舗', '不動産', '賃貸', '仲介', '一戸建て', 'マンション', '土地', '不動産', '売買', '仲介', 'その他', '土地', '活用', 'コンサルティング', '業務', '駐車', '施設', '委託', '管理']",マンション・アパート賃貸業界の会社
"['介護', '者', 'デイサービス', 'ケア', 'プラン', '提供', '介護', 'センター', '我が家', '老人', 'ホーム', '等', '運営', '介護', '職員', '介護', '福祉', '士', '対象', '資格', '研修', '主催', '介護', '事業', 'フランチャイズ', '展開', 'コンサルティング', '業務', '他', '福祉', '用具', '販売', 'バリアフリー', '工事', '施工', 'レンタカー', '事業']",高齢者向け福祉業界の会社
"['ヘア', 'カット', 'パーマ', 'カラー', 'はじめ', 'フェイシャルエステ', 'スキン', 'ケア', 'ヘッドスパ', 'ネイルアート', 'ネイルケア', '他', 'シェービング', 'メンズグルーミング']",美容サロン業界の会社
"['タクシー', '業', '運営', '小型車', '中型', '車', '大型', '車', '車両', '各種', 'ハイ', 'エース', '車両', '等', 'ジャンボ', 'タクシー', '運用', '貸切', '観光', 'バス', 'その他', '徳島', '観光', 'プラン', '等', '各種', '観光', 'プラン', '提供']",タクシー業界の会社
"['特殊', '釘', '建築', '用', 'ねじ', '工業', '用', '特殊', 'アンカー', '機械', '打', '用', '連結', '釘', '建築', '金物', '製造', 'ダイカスト', '鋳造', 'プレス', '加工', '樹脂', '成型', '部品', '加工', '住宅', '用', '工業', '用', 'ファスナー', '製造', '各種', '試験', '実施']",金属部品製造業界の会社
"['商業', '施設', 'イベント', '祭り', '花火', '大会', '誘導', '警備', '業務', '駐車', '場', '誘導', '案内', '他', '介護', '福祉', '事業', 'ケア', 'プラン', '作成']",警備業界の会社
"['高知', '県', '拠点', '自動車', 'ため', 'ワイヤー', 'ハーネス', '製造', 'ホームヘルパー', 'サービス', '提供', '介護', 'サービス', 'ごみ', '運営']",自動車部品・カー用品製造業界の会社
"['岐阜', '県', '安八', '郡', '油圧', 'シリンダー', '部品', '工作', '機械', '部品', 'NC', '旋盤', 'マシニングセンター', '製造', '加工']",金属部品製造業界の会社
"['ダクト', 'チャンバー', '空調', '設備', '使用', '金属', '部品', 'プラスチック', '部品', '製造', '卸売', 'その他', 'スポット', '溶接', '組み立て']",金属部品製造業界の会社
"['石川', '県', '金沢', '市', '老人', '介護', '施設', 'ゃくまん', '星', '増泉', '運営', 'デイサービス', 'ショートステイ', '訪問', '介護', 'サービス', '提供', '有料', '老人', 'ホーム', '併設']",高齢者向け福祉業界の会社
"['スパリゾートホテル', '洞爺湖', '万', '世', '閣', 'ホテルレイクサイドテラス', '登別', '万', '世', '閣', '定山渓', '万', '世', '閣', 'ホテルミリオーネ', '運営', '温泉', 'プール', 'エステ', 'リラクゼーション', '施設', '設備', '日帰り', '利用', '可能', 'キッズスペース', '授乳', '室', '子供', '用', 'メニュー', '対応']",ホテル・旅館業界の会社
"['産業', '機械', '用', '部品', '鋳造', '主要', '製品', 'クランク', 'ケース', 'シリンダー', '鋳造', '工程', '機械', '加工', '組立', '一貫', '生産', '点', '特徴', '水道', '部品', 'ADI', '刃物', '製造', '販売']",金属部品製造業界の会社
"['オートマチックトランスミッション', '部品', '中心', '自動車', '金属', '部品', '切削', '加工']",自動車部品・カー用品製造業界の会社
"['保育園', '介護', '施設', '塾', '運営', '陽', '保育園', 'デイサービス', 'ごころ', '本舗', '住宅', '型', '有料', '老人', 'ホーム', 'ごころ', '家', '保育', '介護', '機能', '一体化', '施設', '展開', 'その他', '武田', '塾', '熊本', '校', '運営', '業種', '転職', 'キャリア', 'アップ', 'ため', '研修', '制度']",高齢者向け福祉業界の会社
"['煮込み', 'もつ', '焼き', '用', '肉', '販売', 'その他', '焼肉', 'バーベキュー', '用', '肉', 'ハム', 'ベーコン', 'ソーセージ', '販売', '越後', 'め', 'ぇねか', '亭', '屋号', '移動', '販売', 'ほか', 'ギフト', '商品', '販売', '実施']",食品店業界の会社
"['鳴子', '観光', 'ホテル', '運営', '料理', '温泉', '提供', '宿泊', '温泉', '日帰り', '入浴', '宴会', '要望', '対応', '可能', 'ほか', '和室', '洋室', '人数', '向け', '特別', '室', '部屋', '対応']",ホテル・旅館業界の会社
"['エアー', 'コンプレッサー', 'ジャッキ', '自動車', 'メンテナンス', '用品', '製造', 'DC', '/', 'AC', 'イン', 'バーター', 'エアー', 'コンディショナー', '車内', '用品', 'エアー', 'ポンプ', '自転車', '用', 'ライト', 'サイクル', '用品']",自動車部品・カー用品製造業界の会社
"['主', '国産', '車', '中心', '新車', '中古', '車', '販売', '買取', '中古', '車', '無事故', '車', 'こと', '特徴', '自動車', '車検', '整備', '点検', '板金', '塗装', '他', '三井', '住友', '海上', 'あい', 'おい', 'ニッセイ', '同和', '損保', '自動車', '保険', '販売']",中古車販売業界の会社
"['自動車', '部品', 'プレス', '加工', '張力', '鋼板', 'アルミ', '材', '冷', '延', '材', 'トランス', 'ファー', '工法', 'プロ', '工法', 'プレス', '成型', '加工', '自動車', '部品', '産業', '機械', 'スポット', '溶接', 'CO', '2', '溶接', '組立', '加工']",自動車部品・カー用品製造業界の会社
"['リハビリ', 'デイサービス', '中心', '介護', '事業', 'リハビリ', '専門', 'デイサービス', '訪問', '介護', 'マッサージ', '認知', '症', '対応', '型', '通所', '介護', '悠', '家', '運営', 'トレーニング', '設備', '施設']",高齢者向け福祉業界の会社
"['源泉', '流し', '天然', '温泉', '温泉', '旅館', '大江本家', '運営', '会席', '料理', 'ハーフ', 'バイキング', '季節', '料理', '提供', 'レンタル', 'ルーム', 'バイオレット', '宴会', '場', '琥珀', '点', '特徴']",ホテル・旅館業界の会社
"['ヘアサロン', 'リシェール', 'リシェールグリーン', '運営', 'サロン', '着物', '七', '五', '三', '着付け', '対応', 'その他', 'ネイルサロン', 'ビーカラーズ', '運営']",美容サロン業界の会社
"['マルイトグループ', '企業', '一つ', 'ゴルフ', '場', '運営', '併設', '宿泊', '施設', 'レストラン', '運営', 'ゴルフ', '場', '会員', '権', '販売', '会員', '向け', 'サービス', '提供', '実施', 'ゴルフ', '場', 'トーナメント', '開催', 'コース', 'メンバーシップ', 'パブリック', '宿泊', 'キャディ', '付', 'サービス', '展開']",ゴルフ場業界の会社
"['薬', '呑器', '尿', '器', 'はじめ', 'プラスチック', 'ガラス', '素材', '医療', '介護', '製品', '主', '製造', '国内', 'タイ', '製造', '工場', '2013', '年', '株式会社', 'コナミ', 'スポーツ', 'ライフ', '社', '介護', '用品', '納入', '業者', '指定']",医療機器・実験機器メーカー業界の会社
"['ゴルフ', '場', '塩河', 'カントリー', '倶楽部', '多度', 'カントリークラブ', 'ホテル', '多度', '温泉', '運営', 'コース', '庭園', '温泉', '管理', 'その他', '渡', 'カントリークラブ', 'ライトアップ', '塩河', 'カントリークラブ', 'ウエディング', '対応', '点', '特徴']",ゴルフ場業界の会社
"['芙蓉', 'カントリー', '倶楽部', 'ゴルフ', '場', '運営', '会員', '制', 'ゴルフ', '場', 'キャディ', '付き', 'ラウンド', '基本', '併設', 'レストラン', '食事', '提供']",ゴルフ場業界の会社
"['小田急', 'グループ', '傘下', 'タクシー', '業', '中心', '自動車', '整備', '業', '車輌', '販売', '業', '展開', 'タクシー', '業', '一般', '的', 'タクシー', '以外', '空港', '観光', '地', '定額', 'サービス', '観光', '地', 'サービス', '人数', '対応', 'ジャンボ', 'タクシー', 'サービス', '提供', '自動車', '整備', '車輌', '販売', 'リース', '展開']",タクシー業界の会社
"['グループホーム', '里', '家', 'グループホーム', '里', '家', '平岸', '運営', '認知', '症', '介護', '者', '入居', '対象', '者', '入居', '者', '共同', '生活', 'サポート', '利用', '者', '認知', '症', '症状', '進行', '緩和', '目的', '介護', '機能', '訓練', 'サービス', '提供']",高齢者向け福祉業界の会社
"['アルミ', 'ダイカスト', '製品', '金属', '加工', '自転車', '部品', '製造', '自動車', '部品', '製造', 'ガス', '器具', '部品', '水', '栓', '金具', '部品', '製造']",自動車部品・カー用品製造業界の会社
"['ゴルフ', '場', '運営', 'コース', '管理', 'ゴルフ', 'スクール', 'ビッグクラウドゴルフスクール', '運営', 'BIGCLOUD', '山岳', 'ガイド', '山岳', 'ツアー', '企画', 'その他', 'カフェ', '等', '飲食', '店', '運営']",ゴルフ場業界の会社
"['ニッパツ', 'グループ', 'グループ', '会社', '主', '自動車', 'シート', '完成', '品', '内装', '部品', '組立', 'シート', 'フレーム', '溶接', '組立', 'アーク', '溶接', 'ロボット', 'NC', 'ワイヤーフォーミング', '使用', '製品', '製造', 'こと', '特徴']",自動車部品・カー用品製造業界の会社
"['大阪', '府', '堺', '市', '拠点', '鋳物', 'エンジン', '内', '枠', '製造', '加工']",金属部品製造業界の会社
"['神奈川', '県', '厚木', '市', 'ゴルフ', '場', '厚木', '国際', 'カントリー', '倶楽部', '運営', '会社', 'クラブハウス', '練習', '場', '他', 'レストラン', '浴場', 'コンペ', 'ルーム', '送迎', 'バス', '稼働', 'セルフデイ', '営業', '実施']",ゴルフ場業界の会社
"['石川', '県', '金沢', '市', '中元', '歳暮', '使用', 'フルーツ', '販売', '青果物', '加工', '品', '製造', '加工', '販売', '青果', '卸売', '通信', '販売', '酒類', '卸売', '販売']",食品店業界の会社
"['大和ハウス', '積水ハウス', '物件', '中心', 'アパート', 'マンション', '戸建て', '住宅', '不動産', '賃貸', '売買', '仲介', '法人', '契約', '保証', '人', '不要', 'タイプ', 'ルーム', 'シェア', '事務所', '倉庫', '各種', '物件', '中古', '住宅', '購入', '時', 'リノベーション', '事業']",マンション・アパート賃貸業界の会社
"['自動車', 'JB', 'RB', 'アッパー', 'カバー', '各種', 'コネクターハウジング', 'プラスチック', '部品', '製造', '部品', '二', '次', '加工', 'レーザー', '印刷', '実施', 'プラスチック', '射出', '成形', '金', '型', '設計', '製作', '実施']",自動車部品・カー用品製造業界の会社
"['居酒屋', '大衆', '酒場', '日ノ出', '酒場', '運営', '港', '直送', '魚介', '類', '中心', '食事', '提供', 'その他', '宴会', 'パーティー', '貸切', '予約', '可能']",居酒屋・バー業界の会社
"['医薬', '法務', '金融', '専門', '的', '翻訳', '向け', 'サービス', 'T', '-', '4', 'OO', '専門', '文書', 'ファイル', '翻訳', 'サービス', 'The', 'Reading', 'AI', '自動', '翻訳', 'サービス', 'ウェアラブルデバイス', '提供', '法人', '向け', '専門', '翻訳', 'サービス', '対応']",Webサービス・アプリ運営業界の会社
"['介護', '必要', '高齢', '者', '向け', '有料', '老人', 'ホーム', '城', 'デイサービス', '運営', 'どちら', '入居', '通所', '食事', '介助', '入浴', '介助', '機能', '訓練', 'ほか', '役所', '手続き', '代行', 'サービス', '提供']",高齢者向け福祉業界の会社
"['認知', '症', '患者', '対応', '可能', 'グループホーム', 'コミュニティ', 'ホーム', '運営', 'はじめ', '身体', '介護', '生活', '援助', '等', '訪問', '介護', 'サービス', '提供', 'その他', '専門', 'スタッフ', '居宅', '介護', '際', 'ケア', 'プラン', '作成', 'グループホーム', '全国', '展開', '人数', '型', 'こと', '特徴']",高齢者向け福祉業界の会社
"['認知', '症', '患者', '対応', 'グループホーム', 'あすか', '看護', '的', '観察', 'ナーシングホーム', 'あすか', '肥', '等', '老人', 'ホーム', '運営', '居宅', '介護', '支援', '訪問', '介護', 'あいあい', 'デイサービス', '里']",高齢者向け福祉業界の会社
"['土地', '開発', '者', '向け', '分譲', 'マンション', '企画', '立案', 'ゼネコン', '交渉', '代行', 'リフォーム', '請負', '等', '提案', '会社', '不動産', '仲介', '業者', 'オフィス', '用', '施設', 'メンテナンス', '空間', 'コーディネート', 'ほか', '電機', 'メーカー', '空調', '設備', 'メーカー', '提携', '空調', '設備', 'リニューアル', '提案', '施工', '後', '保守', '管理']",居住用リフォーム業界の会社
"['愛媛', '県', '松山', '市', '警備', '防犯', 'カメラ', '設置']",警備業界の会社
"['露天風呂', '岩盤', '浴', '提供', '温泉', '施設', 'ほのか', 'グループ', '運営', '腰掛', '湯', '壺', '湯', '各種', 'サウナ', '温泉', '施設', 'ほか', 'ホット', 'ヨガ', 'フィットネスクラブ', '宿泊', '施設', '運営', '事業', '展開', 'これら', '施設', '食事', '提供']",ホテル・旅館業界の会社
"['栃木', '県', '日光', '市', '湯西川', '温泉', '彩り', '湯', 'しき', '花', '華', '運営', '施設', '内', 'レストラン', '運営']",ホテル・旅館業界の会社
"['三井', '住友海上火災保険', '株式会社', '損害', '保険', '販売', '主', '商品', '企業', '向け', '財産', '保険', '個人', '向け', '自動車', '保険', 'GK', 'ケガ', '保険', '等', '生命', '保険', '商品', '販売', 'その他', 'ビジネス', 'マッチング', '中小', '企業', '向け', 'M', '&', 'A', '支援']",保険代理店業界の会社
"['訪問', '看護', '師', '医療', '処置', 'ケア', '提供', '療養', '生活', '支援', '企業', '訪問', '介護', '通所', '介護', 'リハビリ', '指導', '様々', '介護', 'サービス', '展開', '病気', '障害', '状態', '血圧', '体温', 'チェック', '緩和', 'ケア', '在宅', 'こと', '特徴']",高齢者向け福祉業界の会社
"['機能', 'ホーム', 'たんぽぽ', '小規模', '機能', '型', '居宅', '介護', '施設', '運営', '主', 'デイサービス', '運営', '要望', 'ホームヘルパー', '居宅', '介護', '支援', '訪問', '介護', '事業', 'ショートステイ', 'こと', '可能']",高齢者向け福祉業界の会社
"['居宅', '介護', '支援', '事業', '所', '訪問', '介護', '事業', '所', '併設', 'サービス', '付き', '高齢', '者', '専用', '住宅', '運営', '通所', '介護', '事業', '所', 'デイサービス', 'センター', '運営', '介護', '者', '送迎', '機能', '訓練']",高齢者向け福祉業界の会社
"['広島銀行', '系列', 'ひろ', 'ぎん', 'グループ', '関連', '会社', '経営', '幹部', '層', '実務', '者', '層', '人材', '紹介', '事業', '人材', '育成', 'ため', '研修', 'セミナー', '実施', 'ほか', '人事', '制度', '構築', '各種', '規定', '整備', '支援', '人事', '労務', '関係', 'コンサルティング']",人材紹介業界の会社
